id_partido;fecha;hora;categoria;competicion;grupo;estadio;equipo_local;equipo_visitante;goles_local;goles_visitante;amarillas_local;amarillas_visitante;rojas_local;rojas_visitante;arbitro_principal;arbitro_comite;arbitro_principal_clean;tarjetas_total;desviacion_tarjetas;id_territorio;ciudad;barrio;ref_edad;ref_years_arbitrando;ref_years_categoria;ref_rango_oficial;ref_IDP
15420;2026-03-29;00:00:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 7;CAMP DE FUTBOL MPAL. NARCÍS SALA;SANT ANDREU, U.E C;ESCOLA DE FUTBOL PREMIER BARCELONA C;0;1;2;1;0;0;ARIJA ASÍN, SERGI;Barcelona1;ARIJA ASÍN, SERGI;3;0.48723959720816223;Sant Andreu de la Barca;Sant Andreu de la Barca;Sant Andreu de la Barca;22.0;7.0;3.0;Àrbitre 3a Catalana;2.1293666627999417
45633;2026-03-29;00:00:00;AMATEUR;QUARTA CATALANA;GRUP 29;CAMP DE FUTBOL MPAL. DE SUNYER;SUNYER, C.F.;ALBESA, C.F. A;1;4;2;0;0;0;RIVAS ARBOLEDA, JOSE AURELIO;Lleida;RIVAS ARBOLEDA, JOSE AURELIO;2;-3.173220436280138;Sunyer;Sunyer;Sunyer;57.0;17.0;13.0;Àrbitre Sit.Especial;-0.14068079631277766
108387;2026-03-29;08:00:00;CADETE;CADET PRIMERA DIVISIÓ S16;GRUP 12;CAMP DE FUTBOL MPAL. DE CORNELLÀ DE LLOBREGAT;FUNDACIO UNIO ESPORTIVA CORNELLA B;CUBELLES, C.F. B;2;1;2;4;0;0;TORRENTE BORRÀS, JOAN;Baix Llobregat;TORRENTE BORRÀS, JOAN;6;3.4872395972081622;Cornellà de Llobregat;Cornellà de Llobregat;Cornellà de Llobregat;23.0;2.0;1.0;Àrbitre 3a Catalana;1.2109595453983157
35378;2026-03-29;08:15:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 9;CAMP DE FUTBOL CEM FORT-PIENC;PARC, U.D. A;FUNDACIÓ ACADEMIA F. L'HOSPITALET  B;4;4;2;2;0;0;CUTANDA TESOURO, ROGER;Barcelona1;CUTANDA TESOURO, ROGER;4;1.4872395972081622;Barcelona 15 (el Fort Pienc);Barcelona;el Fort Pienc;22.0;6.0;1.0;Àrbitre 3a Catalana;0.7657413348154525
17101;2026-03-29;08:30:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 8;CAMP DE FUTBOL MPAL. L'ÀLIGA;EUROPA, C.E. C;FUNDACIÓ ESPORTIVA GRAMA C;0;4;0;0;0;0;MATEOS SANCHEZ, IKER;Barcelona1;MATEOS SANCHEZ, IKER;0;-2.5127604027918378;Barcelona 103 (Joanic);Barcelona;Joanic;20.0;4.0;1.0;Àrbitre 3a Catalana;1.6005081259125464
27765;2026-03-29;08:30:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 16;CAMP DE FUTBOL MPAL. CAN PUIGGENER;OAR GRÀCIA SBD E.F. A;CASTELLAR, UNIÓ ESPORTIVA B;7;1;1;0;0;0;MARÍ LÓPEZ, JOAN;Vallès Occidental;MARÍ LÓPEZ, JOAN;1;-1.5127604027918378;Sabadell 18 (Gràcia);Sabadell;Gràcia;18.0;1.0;1.0;Àrbitre Cursetista (1r any);2.9872395972081622
127443;2026-03-29;09:00:00;CADETE;CADET SEGONA DIVISIÓ S15;GRUP 13;CAMP DE FUTBOL ZEM CAN JOFRESA;UNIO F. BASE JABAC I TERRASSA C;Pª BLAUGRANA SANT CUGAT B;3;1;1;0;0;0;MARQUÈS GIRALT, ADRIÀ;Vallès Occidental;MARQUÈS GIRALT, ADRIÀ;1;-1.5127604027918378;Terrassa 9 (Can Jofresa - Can Palet II - Guadalhorce - Xúquer);Terrassa;Can Jofresa - Can Palet II - Guadalhorce - Xúquer;21.0;1.0;1.0;Àrbitre Cursetista (1r any);-0.38776040279183777
27338;2026-03-29;09:00:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 6;CAMP DE FUTBOL MPAL. OLÍMPIA;SABADELL F.C., C.E. C;PLANADEU-ROUREDA UNIÓ  ESPORTIVA FUTBOL;2;2;2;0;0;0;VILCHEZ COBO, JAN;Vallès Occidental;VILCHEZ COBO, JAN;2;-0.5127604027918378;Sabadell;Sabadell;Sabadell;21.0;4.0;1.0;Àrbitre 3a Catalana;0.7901299830929507
52215;2026-03-29;09:00:00;CADETE;CADET PRIMERA DIVISIÓ S16;GRUP 10;CAMP DE FUTBOL MPAL. POBLE NOU;PUEBLO NUEVO-2002, C.F.;SALLENT, C.E. A;3;3;4;1;0;0;CASTRO CANTOS, ARNAU;Vallès Occidental;CASTRO CANTOS, ARNAU;5;2.4872395972081622;Nou de Berguedà, la;La Nou de Berguedà;La Nou de Berguedà;21.0;4.0;1.0;Àrbitre 3a Catalana;1.8198674303512765
58858;2026-03-29;09:00:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 22;No especificado;ODENA, C.E. A;GELIDA, C.F. A;1;3;3;5;0;0;VALLS IGLESIAS, GERARD;Anoia;VALLS IGLESIAS, GERARD;8;5.487239597208163;Òdena;Òdena;Òdena;23.0;5.0;2.0;Àrbitre 3a Catalana;1.8682170948067125
122577;2026-03-29;09:00:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 44;No especificado;FUNDACIO E. ATLETIC VILAFRANCA C;BASE VILANOVA 2015, CLUB NOU FUTBOL  A;3;3;4;4;0;0;VECINO MEDINA, CARLOS;Penedès-Garraf;VECINO MEDINA, CARLOS;8;4.475446109921485;Vilafranca del Penedès;Vilafranca del Penedès;Vilafranca del Penedès;33.0;17.0;3.0;Àrbitre 3a Catalana;3.720316115343577
81473;2026-03-29;09:30:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 12;CAMP DE FUTBOL MPAL. U.E.GURB;GURB, U.E. B;SANTA EUGENIA, J.E. A;6;0;0;1;1;0;DARKAOUI BOUBNAN, NASREDDINE;Osona;DARKAOUI BOUBNAN, NASREDDINE;2;-0.5127604027918378;Gurb;Gurb;Gurb;21.0;4.0;4.0;Àrbitre Cursetista;0.8191762170144178
76369;2026-03-29;09:30:00;CADETE;CADET SEGONA DIVISIÓ S15;GRUP 7;CAMP DE FUTBOL COL·LEGI XALOC;LES CORTS DE BARCELONA CLUB ESP. B;FUNDACIO ESPORT.HOSPITALET AT A;3;1;0;0;0;0;LOZANO ESPI, MARC;Barcelona1;LOZANO ESPI, MARC;0;-2.5127604027918378;Hospitalet de Llobregat 26 (Santa Eulàlia - Centre Sud - Ciutat de la Justícia), l';Hospitalet de Llobregat;Santa Eulàlia - Centre Sud - Ciutat de la Justícia;24.0;5.0;2.0;Àrbitre 2a Catalana;0.9191762170144179
89727;2026-03-29;09:30:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 19;CAMP DE FUTBOL MPAL. MION-PUIGBERENGUER;PIRINAICA, F.C. A;PUIGREIG, C.E. A;0;0;0;0;0;0;ID OUBELLA EL FEKRAOUI, YASSIN;Bages;ID OUBELLA EL FEKRAOUI, YASSIN;0;-2.5127604027918378;Manresa 5 (el Poble Nou - Mion, Puigberenguer i Miralpeix);Manresa;el Poble Nou - Mion, Puigberenguer i Miralpeix;20.0;3.0;3.0;Àrbitre Cursetista;1.0875550281154167
126564;2026-03-29;09:30:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 4;CAMP DE FUTBOL MPAL. DE CALLDETENES;RIUDEPERES C.F. AT. A;TONA, U.E. A;2;2;1;2;0;0;BELMAKRAN AMIMAR, ADAM;Osona;BELMAKRAN AMIMAR, ADAM;3;0.48723959720816223;Calldetenes;Calldetenes;Calldetenes;18.0;2.0;2.0;Àrbitre Cursetista 2n any;1.3449792172011872
97476;2026-03-29;10:00:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 7;CAMP DE FUTBOL MPAL. CARMEL;CARMELO, C.D. B;ESCOLA FUTBOL ALMOGAVERS A;4;3;0;0;0;0;CABALLERO JEREZ, RAÚL;Barcelona3;CABALLERO JEREZ, RAÚL;0;-2.5127604027918378;Barcelona 118 (el Baix Carmel);Barcelona;el Baix Carmel;47.0;25.0;13.0;Àrbitre Sit.Especial;-1.9413318313632664
23054;2026-03-29;10:00:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 17;CAMP DE FUTBOL COL·LEGI VIARÓ;D'ARAN CLUB  ASSOCIACIÓ CULTURAL  A;PERICOS DE SANT CUGAT  A;0;0;0;0;0;0;No asignado;Desconocido;NO ASIGNADO;0;-2.5127604027918378;Sant Cugat del Vallès 9 (Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells);Sant Cugat del Vallès;Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells;;;;;
89072;2026-03-29;10:00:00;CADETE;CADET PRIMERA DIVISIÓ S16;GRUP 7;CAMP DE FUTBOL CEM FORT-PIENC;Pª BARC. CINC COPES A;ALZAMORA, C.F. A;1;1;1;3;0;0;CARRASCOSA GASCÓN, AINA;Barcelona1;CARRASCOSA GASCÓN, AINA;4;1.4872395972081622;Barcelona 15 (el Fort Pienc);Barcelona;el Fort Pienc;19.0;3.0;1.0;Àrbitre 3a Catalana;1.2307732737542911
21318;2026-03-29;10:00:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 31;CAMP DE FUTBOL COL·LEGI VIARÓ;D'ARAN CLUB  ASSOCIACIÓ CULTURAL  B;ESCUELA F. BONAIRE A;0;0;0;0;0;0;No asignado;Desconocido;NO ASIGNADO;0;-3.5245538900785154;Sant Cugat del Vallès 9 (Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells);Sant Cugat del Vallès;Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells;;;;;
112690;2026-03-29;10:00:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 5;No especificado;FUNDACIÓ UNIÓ ESPORTIVA VIC B;MARTORELLES, C.F. A;2;2;3;0;0;1;RECASENS CABAYOL, CARLA;Osona;RECASENS CABAYOL, CARLA;4;1.4872395972081622;Vic;Vic;Vic;25.0;7.0;2.0;À.Assistent Lliga Elit ;-0.3864157059571734
74728;2026-03-29;10:00:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 16;CAMP DE FUTBOL IEM DEL VILAR;ESCOLA VALLS FUTBOL CLUB A;PARE MANYANET, A.E.;6;0;0;0;0;0;MELICH ARAN, PAU;Tarragona;MELICH ARAN, PAU;0;-2.5127604027918378;Valls;Valls;Valls;24.0;8.0;1.0;Àrbitre 2a Catalana;0.7613475873951823
66780;2026-03-29;10:00:00;CADETE;CADET SEGONA DIVISIÓ S15;GRUP 5;CAMP DE FUTBOL CEM MUNDET (1);CATALONIA, U.B. C;POBLE NOU, AT. B;4;1;3;3;0;0;PEDRAJAS PÉREZ, DANIEL;Barcelona3;PEDRAJAS PÉREZ, DANIEL;6;3.4872395972081622;Desconocido;Desconocido;Desconocido;32.0;;2.0;Àrbitre Cursetista 2n any;0.0923428793787615
112689;2026-03-29;10:00:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 5;CAMP DE FUTBOL MPAL. CENTRE PACO NAVARRO (2);UNIFICACIÓN C.F.SANTA PERPETUA A;RIPOLLET, C.F. A;7;0;3;3;0;0;TORRES SORIANO, IGNACIO;Vallès Occidental;TORRES SORIANO, IGNACIO;6;3.4872395972081622;Santa Perpètua de Mogoda;Santa Perpètua de Mogoda;Santa Perpètua de Mogoda;22.0;7.0;1.0;Àrbitre 3a Catalana;1.876955963500185
63723;2026-03-29;10:00:00;CADETE;CADET SEGONA DIVISIÓ S15;GRUP 9;CAMP DE FUTBOL MPAL. DE SOLSONA;FUTBOL BASE SOLSONA ARRELS A;CALLDETENES, C.F. A;2;3;1;3;0;0;SOPENA LOPEZ, ANDREA;Lleida;SOPENA LOPEZ, ANDREA;4;1.4872395972081622;Solsona;Solsona;Solsona;22.0;5.0;2.0;Àrbitre 2a Catalana;3.243855906679687
12564;2026-03-29;10:15:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 3;CAMP DE FUTBOL MPAL. DE CAN XALANT;JUVENTUS, A.C. A;MOLLET U.E.,CF. B;1;2;2;1;0;1;NAVARRO MARTINEZ, DANIEL;Maresme;NAVARRO MARTINEZ, DANIEL;4;1.4872395972081622;Mataró 10 (la Llàntia);Mataró;la Llàntia;22.0;3.0;1.0;Àrbitre 3a Catalana;2.5396212478859153
142481;2026-03-29;10:15:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 1;CAMP DE FUTBOL MPAL. CA LA GUIDÓ-PEDRO ALIA DORADO;CAL AGUIDO, A.D. A;RACING BLANENC F.C. A;1;4;4;0;0;0;ACHKIROU MATVIYNKO, SAMIR;Figueres;ACHKIROU MATVIYNKO, SAMIR;4;1.4872395972081622;Blanes;Blanes;Blanes;20.0;5.0;2.0;Àrbitre 2a Catalana;1.1747542463715595
130612;2026-03-29;10:15:00;CADETE;CADET SEGONA DIVISIÓ S15;GRUP 15;CAMP DE FUTBOL MPAL. DE LES PLANES (SANT JOAN DESPÍ);SANT JOAN DESPI-SAN PANCRACIO, FUTBOL CLUB  B;CIUDAD COOPERATIVA, C.F. B;6;2;1;0;0;0;EL BALGHOUCHI  EL MOURABIT , ALI;Baix Llobregat;EL BALGHOUCHI EL MOURABIT , ALI;1;-1.5127604027918378;Planes d'Hostoles, les;Les Planes d'Hostoles;Les Planes d'Hostoles;23.0;2.0;2.0;Àrbitre Cursetista 2n any;-0.4509974957472551
127635;2026-03-29;10:15:00;AMATEUR;QUARTA CATALANA;GRUP 14;CAMP DE FUTBOL MPAL. CAN PUIGGENER;OAR GRÀCIA SBD E.F. A;MATADEPERENC, ATHLETIC A;0;1;2;2;1;0;ROJAS MORADEL, CRISTIAN;Vallès Occidental;ROJAS MORADEL, CRISTIAN;5;-0.17322043628013795;Sabadell 18 (Gràcia);Sabadell;Gràcia;21.0;3.0;3.0;Àrbitre Cursetista;1.0908884869622226
55863;2026-03-29;10:15:00;CADETE;CADET SEGONA DIVISIÓ S15;GRUP 4;CAMP DE FUTBOL MPAL. PARC CATALANA;BARCELONETA, C.F. A;CATALONIA, U.B. B;2;0;1;0;0;0;GARCÍA MORANCHO, DANIEL;Barcelona3;GARCÍA MORANCHO, DANIEL;1;-1.5127604027918378;Barcelona 10 (Sant Miquel del Port);Barcelona;Sant Miquel del Port;18.0;1.0;1.0;Àrbitre Cursetista (1r any);0.2872395972081622
97477;2026-03-29;10:20:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 7;CAMP DE FUTBOL MPAL. SANTA EULÀLIA;FUNDACIÓ ACADEMIA F. L'HOSPITALET  C;BESOS BARON DE VIVER CLUB FUTBOL A;7;0;3;2;0;0;ADELL CIRAC, SAMUEL;Barcelona3;ADELL CIRAC, SAMUEL;5;2.4872395972081622;Hospitalet de Llobregat, l';L'Hospitalet de Llobregat;L'Hospitalet de Llobregat;21.0;1.0;1.0;Àrbitre Cursetista (1r any);1.0586681686367336
127444;2026-03-29;10:20:00;CADETE;CADET SEGONA DIVISIÓ S15;GRUP 13;CAMP DE FUTBOL ZEM LES FONTETES;CERDANYOLA VALLES, F.C. D;PUEBLO NUEVO-2002, C.F. B;3;3;2;0;0;0;ORRIOLS OSORIO, JOAN;Vallès Occidental;ORRIOLS OSORIO, JOAN;2;-0.5127604027918378;Cerdanyola del Vallès;Cerdanyola del Vallès;Cerdanyola del Vallès;20.0;1.0;1.0;Àrbitre Cursetista (1r any);0.07057293054149556
130613;2026-03-29;10:30:00;CADETE;CADET SEGONA DIVISIÓ S15;GRUP 15;CAMP DE FUTBOL CEM JULIO MÉNDEZ;FUNDACIO PRIVADA ASSOC. ESP. PRAT  A;Pª BLAUGRANA VALLIRANA A;2;5;2;0;0;0;ZEMMOURI AMARKI, MOHAMED;Baix Llobregat;ZEMMOURI AMARKI, MOHAMED;2;-0.5127604027918378;Prat de Comte;Prat de Comte;Prat de Comte;24.0;7.0;7.0;Àrbitre Cursetista;1.3721973236681586
108176;2026-03-29;10:30:00;CADETE;CADET SEGONA DIVISIÓ S15;GRUP 14;CAMP DE FUTBOL MPAL. DE MATADEPERA;MATADEPERENC, ATHLETIC A;JUAN XXIII,C.S. A;9;1;0;0;0;0;OUAHHAB AIDOUN, AYMAN;Vallès Occidental;OUAHHAB AIDOUN, AYMAN;0;-2.5127604027918378;Matadepera;Matadepera;Matadepera;19.0;1.0;2.0;Àrbitre Cursetista (1r any);0.4872395972081623
4841;2026-03-29;10:30:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 16;CAMP DE FUTBOL COL·LEGI SAGRAT COR SARRIÀ;COL.LEGI SAGRAT COR SARRIÀ AMPA A;VIARÓ, C.E. B;4;1;1;1;0;0;TARGARONA MAYORGAS, DAVID;Barcelona1;TARGARONA MAYORGAS, DAVID;2;-1.5245538900785154;Sarrià de Ter;Sarrià de Ter;Sarrià de Ter;27.0;9.0;5.0;Àrbitre 3a Catalana;1.9146138427563815
121691;2026-03-29;10:30:00;CADETE;CADET SEGONA DIVISIÓ S15;GRUP 11;CAMP DE FUTBOL MPAL. DE VILANOVA DEL VALLÈS;VILANOVA VALLES,C.F. B;VALLES, C.AT. B;0;4;3;2;1;0;GARCÍA BENITO, ÁLVARO;Granollers;GARCÍA BENITO, ÁLVARO;6;3.4872395972081622;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou;18.0;1.0;1.0;Àrbitre Cursetista (1r any);1.4852740159937161
101528;2026-03-29;10:30:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 20;CAMP DE FUTBOL MPAL. DE SANT JUST DESVERN;SANT JUST DESVERN CLUB FUTBOL B;MOLINS DE REI, C.F. B;4;0;2;0;0;0;CARPINTERO FERNÁNDEZ, ÀLEX;Baix Llobregat;CARPINTERO FERNÁNDEZ, ÀLEX;2;-0.5127604027918378;Sant Just Desvern;Sant Just Desvern;Sant Just Desvern;21.0;1.0;1.0;Àrbitre Cursetista (1r any);1.9141262418814942
66229;2026-03-29;10:30:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 15;No especificado;BASE VILANOVA 2015, CLUB NOU FUTBOL  A;GIMNASTIC TARRAGONA, C. C;6;0;2;3;0;0;HOURMANN DÍAZ, IVAN;Penedès-Garraf;HOURMANN DÍAZ, IVAN;5;2.4872395972081622;Nou de Berguedà, la;La Nou de Berguedà;La Nou de Berguedà;21.0;1.0;1.0;Àrbitre Cursetista (1r any);1.6115025042527449
65978;2026-03-29;10:30:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 41;CAMP DE FUTBOL MPAL. SANT ILDEFONS;SANT ILDEFONS, U.E. C;MARIANAO POBLET UD C;1;5;3;1;0;0;PÉREZ JIMÉNEZ, MARC;Baix Llobregat;PÉREZ JIMÉNEZ, MARC;4;0.4754461099214846;Cornellà de Llobregat 6 (Sant Ildefons Oest);Cornellà de Llobregat;Sant Ildefons Oest;18.0;2.0;2.0;Àrbitre Cursetista 2n any;1.4806876598266747
101529;2026-03-29;10:45:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 20;CAMP DE FUTBOL IEM CAN SALVI;SANT ANDREU DE LA BARCA AGRUP. B;FONTSANTA-FATJO, C.D. B;2;0;1;1;0;0;GARCIA PEREZ, HUGO;Baix Llobregat;GARCIA PEREZ, HUGO;2;-0.5127604027918378;Sant Andreu de la Barca;Sant Andreu de la Barca;Sant Andreu de la Barca;19.0;4.0;4.0;Àrbitre Cursetista;0.1439743522615063
92818;2026-03-29;11:00:00;AMATEUR;QUARTA CATALANA;GRUP 3;CAMP DE FUTBOL MPAL. VERNTALLAT;JOANETES,C.F. A;LA CANYA, A.E. A;0;0;0;0;0;0;No asignado;Desconocido;NO ASIGNADO;0;-5.173220436280138;Desconocido;Desconocido;Desconocido;;;;;
67443;2026-03-29;11:00:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 8;CAMP DE FUTBOL MPAL. TEIXONERA;ESCOLA DE FUTBOL STOITCHKOV-RACING SARRIA  B;PENYA BARC. COLLBLANC SANTS,AE A;0;2;1;2;0;0;GHOFAL AZAMI, NABIL;Barcelona3;GHOFAL AZAMI, NABIL;3;0.48723959720816223;Sarrià de Ter;Sarrià de Ter;Sarrià de Ter;32.0;17.0;1.0;Àrbitre Sit.Especial;-0.6744727983071394
24814;2026-03-29;11:00:00;CADETE;CADET PRIMERA DIVISIÓ S16;GRUP 13;No especificado;FUNDACIO E. ATLETIC VILAFRANCA A;MARC BARTRA 2020, C.F. A;1;2;2;2;0;0;VILELLA RIVERO, ESTEVE;Penedès-Garraf;VILELLA RIVERO, ESTEVE;4;1.4872395972081622;Vilafranca del Penedès;Vilafranca del Penedès;Vilafranca del Penedès;19.0;1.0;1.0;Àrbitre Cursetista (1r any);0.816641768112603
101903;2026-03-29;11:00:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 33;CAMP DE FUTBOL ZEM LES FONTS-ARTUR TRAVESA;LES FONTS , U.E. A;RUBI, U.E. B;3;3;6;1;0;0;EL GORJI AKRACH, MOHAMED;Vallès Occidental;EL GORJI AKRACH, MOHAMED;7;3.4754461099214846;Terrassa 10 (Can Parellada - les Fonts);Terrassa;Can Parellada - les Fonts;19.0;2.0;2.0;Àrbitre Cursetista 2n any;1.3809033632905379
28810;2026-03-29;11:00:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 46;CAMP DE FUTBOL MPAL. RAMON FARRÚS;CLUB ESPORTIU ATLETIC LLEIDA  B;INTER RECASENS  CLUB FUTBOL  B;4;0;1;0;0;0;MARTIN REÑE, GERARD;Lleida;MARTIN REÑE, GERARD;1;-2.5245538900785154;Lleida;Lleida;Lleida;20.0;4.0;2.0;Àrbitre 2a Catalana;1.5349607452279643
35379;2026-03-29;11:00:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 9;CAMP DE FUTBOL MPAL. LA SATÀLIA;APA POBLE SEC, CE. A;Pª BARC. BARCINO, CE A;1;2;2;0;0;0;LOZANO ESPI, MARC;Barcelona1;LOZANO ESPI, MARC;2;-0.5127604027918378;Barcelona 48 (Santa Madrona, la Satàlia i Montjuïc);Barcelona;Santa Madrona, la Satàlia i Montjuïc;24.0;5.0;2.0;Àrbitre 2a Catalana;0.9191762170144179
143472;2026-03-29;11:00:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 2;CAMP DE FUTBOL MPAL. NOU DE BANYOLES;BANYOLES, C.E. A;PERALADA, C.F. B;2;3;0;0;0;0;PONSATI CLAVAGUERA, ENRIC;Girona;PONSATI CLAVAGUERA, ENRIC;0;-2.5127604027918378;Banyoles;Banyoles;Banyoles;53.0;36.0;11.0;Àrbitre Sit.Especial;-1.1470013899235727
58860;2026-03-29;11:00:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 22;CAMP DE FUTBOL MPAL. DE SANT MARTI DE TOUS;TOUS, U.E. A;FATIMA, F.C. A;3;3;3;4;0;0;DE LA FUENTE DOMINGO, ADRIA;Anoia;DE LA FUENTE DOMINGO, ADRIA;7;4.487239597208163;Sant Martí d'Albars;Sant Martí d'Albars;Sant Martí d'Albars;30.0;16.0;12.0;À.Assistent 3a Federació;2.0774713597029457
140633;2026-03-29;11:00:00;CADETE;CADET SEGONA DIVISIÓ S15;GRUP 2;CAMP DE FUTBOL MPAL. DE MONELLS;MONELLS, A.E. B;LES PRESES, C.F. A;0;0;0;0;0;0;No asignado;Desconocido;NO ASIGNADO;0;-2.5127604027918378;Cruïlles, Monells i Sant Sadurní de l'Heura;Cruïlles, Monells i Sant Sadurní de l'Heura;Cruïlles, Monells i Sant Sadurní de l'Heura;;;;;
58861;2026-03-29;11:00:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 22;CAMP DE FUTBOL MPAL. DE SANT LLORENÇ D´HORTONS;HORTONENC, F.C. A;LA GRANADA, C.F. A;8;0;3;2;0;0;GARCÍA NAVA, DANIEL;Penedès-Garraf;GARCÍA NAVA, DANIEL;5;2.4872395972081622;Llorenç del Penedès;Llorenç del Penedès;Llorenç del Penedès;19.0;1.0;1.0;Àrbitre Cursetista (1r any);-0.744436824890813
99358;2026-03-29;11:00:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 24;CAMP DE FUTBOL COMPLEX ESPORTIU ANTONI PALAU;MIG SEGRIA, C.E. B;ESCOLA COMARCAL F. LES GARRIGUES A;0;3;0;0;0;0;MASAMUNT MARTÍNEZ, ERIC;Lleida;MASAMUNT MARTÍNEZ, ERIC;0;-2.5127604027918378;Palau d'Anglesola, el;El Palau d'Anglesola;El Palau d'Anglesola;17.0;1.0;1.0;Àrbitre Cursetista (1r any);-0.5206227276496228
17102;2026-03-29;11:00:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 8;CAMP DE FUTBOL MPAL. NOU BARRIS;MONTAÑESA, C.F. A;FUNDACIÓ ESPORTIVA MONTGAT A;6;3;1;0;0;0;GOMEZ MUÑOZ, GERARD;Barcelona1;GOMEZ MUÑOZ, GERARD;1;-1.5127604027918378;Nou de Berguedà, la;La Nou de Berguedà;La Nou de Berguedà;25.0;9.0;3.0;Àrbitre 2a Catalana;1.3342080135286236
108388;2026-03-29;11:05:00;CADETE;CADET PRIMERA DIVISIÓ S16;GRUP 12;CAMP DE FUTBOL MPAL. DE SANT JUST DESVERN;FUNDACIO ATLETIC SANT JUST  B;Pª REC.SAN FELIU LLOBREGAT A;8;0;1;1;0;0;RIERA MUÑOZ, MARC;Baix Llobregat;RIERA MUÑOZ, MARC;2;-0.5127604027918378;Sant Just Desvern;Sant Just Desvern;Sant Just Desvern;34.0;12.0;3.0;Àrbitre Sit.Especial;1.5804736733012663
150038;2026-03-29;11:10:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 21;CAMP DE FUTBOL MPAL. DE CORNELLÀ DE LLOBREGAT;FUNDACIO UNIO ESPORTIVA CORNELLA D;ESPLUGUENC, C.F.A. B;1;1;2;0;0;0;GÓMEZ BLANCA, RAÚL;Baix Llobregat;GÓMEZ BLANCA, RAÚL;2;-0.5127604027918378;Cornellà de Llobregat;Cornellà de Llobregat;Cornellà de Llobregat;20.0;2.0;2.0;Àrbitre Cursetista 2n any;0.892862081859358
94351;2026-03-29;11:10:00;CADETE;PREFERENT CADET S16;GRUP 4;CAMP DE FUTBOL MPAL. DE CORNELLÀ DE LLOBREGAT;FUNDACIO UNIO ESPORTIVA CORNELLA A;CAMBRILS UNIÓ C.E. A;4;1;3;1;1;0;GONZALEZ RUIZ, JUAN PEDRO;Baix Llobregat;GONZALEZ RUIZ, JUAN PEDRO;5;2.4872395972081622;Cornellà de Llobregat;Cornellà de Llobregat;Cornellà de Llobregat;28.0;9.0;4.0;Àrbitre 3a Catalana;-0.34326636814922423
148873;2026-03-29;11:15:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 20;No especificado;LLINARS, C.E. B;ASS.ESP.F. BASE PALAU 2024,  B;1;2;3;3;0;0;CAMACHO DOMÍNGUEZ, JAVIER;Granollers;CAMACHO DOMÍNGUEZ, JAVIER;6;2.4754461099214846;Llinars del Vallès;Llinars del Vallès;Llinars del Vallès;24.0;8.0;1.0;Àrbitre 2a Catalana;3.1251854192058603
